Level,Date and Time,Source,Event ID,Task Category
Information,02/12/2022 20:12:39,Microsoft-Windows-RemoteAccess-RemoteAccessServer,10040,Remote Access server configuration task,Services monitor has gone from UNHEALTHY state to HEALTHY state on 03/12/2022 at 4:12 on WIN-74TBBAPJP4.
